t_s,qw,qx,qy,qz,roll_deg,pitch_deg,yaw_deg,wx_dps,wy_dps,wz_dps,H_mag_kgm2ps,E_rot_J
41.6278,-0.39965906,0.03230368,0.85775443,0.32169309,131.99507,-44.94295,-163.44184,0.15797,5.30221,1.31011,3.39024118e-02,1.61607309e-03
41.7078,-0.40313133,0.03185286,0.85627357,0.32135043,131.76055,-45.30438,-163.09313,0.15659,5.30234,1.30971,3.39024118e-02,1.61607309e-03
41.7879,-0.40659768,0.03140170,0.85477990,0.32100404,131.52124,-45.66477,-162.74002,0.15520,5.30247,1.30931,3.39024118e-02,1.61607309e-03
41.8679,-0.41005807,0.03095021,0.85327343,0.32065390,131.27704,-46.02410,-162.38241,0.15382,5.30261,1.30892,3.39024118e-02,1.61607309e-03
41.9480,-0.41351244,0.03049840,0.85175419,0.32030004,131.02786,-46.38233,-162.02020,0.15244,5.30274,1.30852,3.39024118e-02,1.61607309e-03
42.0280,-0.41696075,0.03004628,0.85022220,0.31994245,130.77359,-46.73944,-161.65329,0.15105,5.30287,1.30814,3.39024118e-02,1.61607309e-03
42.1081,-0.42040294,0.02959388,0.84867748,0.31958113,130.51412,-47.09541,-161.28155,0.14967,5.30299,1.30775,3.39024118e-02,1.61607309e-03
42.1881,-0.42383897,0.02914119,0.84712007,0.31921609,130.24935,-47.45018,-160.90490,0.14829,5.30312,1.30737,3.39024118e-02,1.61607309e-03
42.2682,-0.42726879,0.02868823,0.84554997,0.31884733,129.97918,-47.80375,-160.52320,0.14691,5.30325,1.30699,3.39024118e-02,1.61607309e-03
42.3482,-0.43069234,0.02823501,0.84396721,0.31847486,129.70349,-48.15607,-160.13635,0.14553,5.30337,1.30662,3.39024118e-02,1.61607309e-03
42.4283,-0.43410959,0.02778155,0.84237182,0.31809867,129.42216,-48.50711,-159.74423,0.14415,5.30350,1.30624,3.39024118e-02,1.61607309e-03
42.5083,-0.43752047,0.02732786,0.84076382,0.31771878,129.13509,-48.85683,-159.34671,0.14277,5.30362,1.30588,3.39024118e-02,1.61607309e-03
42.5884,-0.44092494,0.02687395,0.83914324,0.31733518,128.84215,-49.20521,-158.94368,0.14139,5.30374,1.30551,3.39024118e-02,1.61607309e-03
42.6684,-0.44432295,0.02641984,0.83751009,0.31694789,128.54321,-49.55220,-158.53501,0.14001,5.30386,1.30515,3.39024118e-02,1.61607309e-03
42.7485,-0.44771445,0.02596553,0.83586440,0.31655689,128.23816,-49.89776,-158.12056,0.13863,5.30398,1.30479,3.39024118e-02,1.61607309e-03
42.8286,-0.45109939,0.02551104,0.83420620,0.31616221,127.92687,-50.24187,-157.70022,0.13725,5.30410,1.30444,3.39024118e-02,1.61607309e-03
42.9086,-0.45447773,0.02505638,0.83253551,0.31576383,127.60921,-50.58447,-157.27384,0.13587,5.30421,1.30408,3.39024118e-02,1.61607309e-03
42.9887,-0.45784941,0.02460156,0.83085236,0.31536177,127.28504,-50.92553,-156.84129,0.13449,5.30433,1.30374,3.39024118e-02,1.61607309e-03
43.0687,-0.46121438,0.02414660,0.82915676,0.31495603,126.95423,-51.26500,-156.40242,0.13311,5.30444,1.30339,3.39024118e-02,1.61607309e-03
43.1488,-0.46457261,0.02369151,0.82744875,0.31454660,126.61664,-51.60284,-155.95711,0.13174,5.30455,1.30305,3.39024118e-02,1.61607309e-03
43.2288,-0.46792403,0.02323630,0.82572835,0.31413351,126.27214,-51.93900,-155.50520,0.13036,5.30467,1.30271,3.39024118e-02,1.61607309e-03
43.3089,-0.47126860,0.02278098,0.82399559,0.31371674,125.92057,-52.27345,-155.04654,0.12898,5.30478,1.30237,3.39024118e-02,1.61607309e-03
43.3889,-0.47460628,0.02232557,0.82225049,0.31329631,125.56179,-52.60612,-154.58099,0.12760,5.30489,1.30204,3.39024118e-02,1.61607309e-03
43.4690,-0.47793701,0.02187007,0.82049308,0.31287222,125.19565,-52.93698,-154.10840,0.12623,5.30500,1.30171,3.39024118e-02,1.61607309e-03
43.5490,-0.48126074,0.02141451,0.81872338,0.31244446,124.82201,-53.26597,-153.62860,0.12485,5.30510,1.30139,3.39024118e-02,1.61607309e-03
43.6291,-0.48457743,0.02095888,0.81694142,0.31201305,124.44070,-53.59303,-153.14145,0.12348,5.30521,1.30107,3.39024118e-02,1.61607309e-03
43.7091,-0.48788704,0.02050322,0.81514723,0.31157799,124.05157,-53.91813,-152.64677,0.12210,5.30531,1.30075,3.39024118e-02,1.61607309e-03
43.7892,-0.49118950,0.02004752,0.81334083,0.31113929,123.65446,-54.24119,-152.14442,0.12072,5.30542,1.30043,3.39024118e-02,1.61607309e-03
43.8692,-0.49448478,0.01959179,0.81152226,0.31069694,123.24922,-54.56216,-151.63422,0.11935,5.30552,1.30012,3.39024118e-02,1.61607309e-03
43.9493,-0.49777283,0.01913606,0.80969152,0.31025095,122.83567,-54.88099,-151.11601,0.11797,5.30562,1.29981,3.39024118e-02,1.61607309e-03
44.0294,-0.50105360,0.01868034,0.80784867,0.30980133,122.41366,-55.19761,-150.58962,0.11660,5.30572,1.29951,3.39024118e-02,1.61607309e-03
44.1094,-0.50432704,0.01822463,0.80599371,0.30934808,121.98301,-55.51196,-150.05488,0.11523,5.30582,1.29921,3.39024118e-02,1.61607309e-03
44.1895,-0.50759311,0.01776894,0.80412669,0.30889120,121.54355,-55.82397,-149.51161,0.11385,5.30592,1.29891,3.39024118e-02,1.61607309e-03
44.2695,-0.51085175,0.01731330,0.80224762,0.30843070,121.09513,-56.13359,-148.95965,0.11248,5.30602,1.29861,3.39024118e-02,1.61607309e-03
44.3496,-0.51410293,0.01685771,0.80035653,0.30796658,120.63756,-56.44074,-148.39882,0.11110,5.30611,1.29832,3.39024118e-02,1.61607309e-03
44.4296,-0.51734659,0.01640219,0.79845346,0.30749884,120.17067,-56.74535,-147.82894,0.10973,5.30621,1.29803,3.39024118e-02,1.61607309e-03
44.5097,-0.52058269,0.01594674,0.79653843,0.30702750,119.69429,-57.04735,-147.24984,0.10836,5.30630,1.29775,3.39024118e-02,1.61607309e-03
44.5897,-0.52381118,0.01549139,0.79461147,0.30655256,119.20825,-57.34667,-146.66134,0.10699,5.30639,1.29747,3.39024118e-02,1.61607309e-03
44.6698,-0.52703202,0.01503613,0.79267261,0.30607401,118.71237,-57.64324,-146.06326,0.10561,5.30649,1.29719,3.39024118e-02,1.61607309e-03
44.7498,-0.53024515,0.01458099,0.79072188,0.30559186,118.20648,-57.93696,-145.45542,0.10424,5.30658,1.29691,3.39024118e-02,1.61607309e-03
44.8299,-0.53345053,0.01412597,0.78875930,0.30510613,117.69040,-58.22777,-144.83765,0.10287,5.30666,1.29664,3.39024118e-02,1.61607309e-03
44.9099,-0.53664812,0.01367109,0.78678491,0.30461680,117.16396,-58.51558,-144.20978,0.10150,5.30675,1.29637,3.39024118e-02,1.61607309e-03
44.9900,-0.53983787,0.01321636,0.78479873,0.30412390,116.62699,-58.80030,-143.57162,0.10013,5.30684,1.29611,3.39024118e-02,1.61607309e-03
45.0700,-0.54301974,0.01276179,0.78280080,0.30362741,116.07932,-59.08186,-142.92301,0.09875,5.30692,1.29584,3.39024118e-02,1.61607309e-03
45.1501,-0.54619367,0.01230740,0.78079115,0.30312735,115.52079,-59.36015,-142.26378,0.09738,5.30701,1.29559,3.39024118e-02,1.61607309e-03
45.2302,-0.54935962,0.01185319,0.77876979,0.30262372,114.95123,-59.63510,-141.59376,0.09601,5.30709,1.29533,3.39024118e-02,1.61607309e-03
45.3102,-0.55251755,0.01139918,0.77673677,0.30211653,114.37049,-59.90660,-140.91278,0.09464,5.30718,1.29508,3.39024118e-02,1.61607309e-03
45.3903,-0.55566741,0.01094538,0.77469212,0.30160577,113.77840,-60.17456,-140.22070,0.09327,5.30726,1.29483,3.39024118e-02,1.61607309e-03
45.4703,-0.55880916,0.01049180,0.77263586,0.30109146,113.17481,-60.43889,-139.51735,0.09190,5.30734,1.29459,3.39024118e-02,1.61607309e-03
45.5504,-0.56194275,0.01003845,0.77056803,0.30057360,112.55959,-60.69948,-138.80258,0.09053,5.30742,1.29434,3.39024118e-02,1.61607309e-03
45.6304,-0.56506813,0.00958535,0.76848866,0.30005219,111.93259,-60.95623,-138.07627,0.08916,5.30749,1.29410,3.39024118e-02,1.61607309e-03
45.7105,-0.56818526,0.00913251,0.76639777,0.29952723,111.29368,-61.20904,-137.33827,0.08779,5.30757,1.29387,3.39024118e-02,1.61607309e-03
45.7905,-0.57129410,0.00867994,0.76429540,0.29899874,110.64275,-61.45781,-136.58845,0.08642,5.30765,1.29364,3.39024118e-02,1.61607309e-03
45.8706,-0.57439460,0.00822765,0.76218158,0.29846672,109.97967,-61.70241,-135.82671,0.08505,5.30772,1.29341,3.39024118e-02,1.61607309e-03
45.9506,-0.57748671,0.00777565,0.76005635,0.29793117,109.30434,-61.94276,-135.05294,0.08369,5.30779,1.29318,3.39024118e-02,1.61607309e-03
46.0307,-0.58057040,0.00732396,0.75791973,0.29739210,108.61668,-62.17872,-134.26703,0.08232,5.30786,1.29296,3.39024118e-02,1.61607309e-03
46.1107,-0.58364561,0.00687258,0.75577175,0.29684951,107.91660,-62.41019,-133.46892,0.08095,5.30794,1.29274,3.39024118e-02,1.61607309e-03
46.1908,-0.58671230,0.00642153,0.75361245,0.29630340,107.20404,-62.63706,-132.65853,0.07958,5.30801,1.29253,3.39024118e-02,1.61607309e-03
46.2708,-0.58977043,0.00597083,0.75144187,0.29575379,106.47895,-62.85920,-131.83580,0.07821,5.30807,1.29231,3.39024118e-02,1.61607309e-03
46.3509,-0.59281996,0.00552047,0.74926002,0.29520068,105.74129,-63.07650,-131.00071,0.07684,5.30814,1.29211,3.39024118e-02,1.61607309e-03
46.4310,-0.59586084,0.00507048,0.74706695,0.29464406,104.99104,-63.28884,-130.15322,0.07548,5.30821,1.29190,3.39024118e-02,1.61607309e-03
46.5110,-0.59889302,0.00462086,0.74486269,0.29408395,104.22821,-63.49610,-129.29334,0.07411,5.30827,1.29170,3.39024118e-02,1.61607309e-03
46.5911,-0.60191647,0.00417164,0.74264727,0.29352035,103.45281,-63.69815,-128.42107,0.07274,5.30834,1.29150,3.39024118e-02,1.61607309e-03
46.6711,-0.60493114,0.00372281,0.74042072,0.29295327,102.66487,-63.89489,-127.53647,0.07137,5.30840,1.29130,3.39024118e-02,1.61607309e-03
46.7512,-0.60793698,0.00327439,0.73818308,0.29238271,101.86447,-64.08617,-126.63958,0.07001,5.30846,1.29111,3.39024118e-02,1.61607309e-03
46.8312,-0.61093395,0.00282639,0.73593438,0.29180868,101.05169,-64.27189,-125.73048,0.06864,5.30852,1.29092,3.39024118e-02,1.61607309e-03
46.9113,-0.61392202,0.00237882,0.73367465,0.29123118,100.22663,-64.45191,-124.80929,0.06727,5.30858,1.29074,3.39024118e-02,1.61607309e-03
46.9913,-0.61690113,0.00193170,0.73140394,0.29065021,99.38942,-64.62612,-123.87612,0.06591,5.30864,1.29055,3.39024118e-02,1.61607309e-03
47.0714,-0.61987125,0.00148504,0.72912226,0.29006579,98.54022,-64.79439,-122.93114,0.06454,5.30870,1.29037,3.39024118e-02,1.61607309e-03
47.1514,-0.62283232,0.00103885,0.72682966,0.28947791,97.67923,-64.95661,-121.97453,0.06317,5.30876,1.29020,3.39024118e-02,1.61607309e-03
47.2315,-0.62578432,0.00059313,0.72452617,0.28888659,96.80664,-65.11265,-121.00650,0.06181,5.30881,1.29003,3.39024118e-02,1.61607309e-03
47.3115,-0.62872719,0.00014791,0.72221183,0.28829182,95.92271,-65.26239,-120.02728,0.06044,5.30887,1.28986,3.39024118e-02,1.61607309e-03
47.3916,-0.63166089,-0.00029681,0.71988667,0.28769361,95.02770,-65.40573,-119.03715,0.05908,5.30892,1.28969,3.39024118e-02,1.61607309e-03
47.4716,-0.63458539,-0.00074102,0.71755072,0.28709198,94.12192,-65.54254,-118.03640,0.05771,5.30897,1.28953,3.39024118e-02,1.61607309e-03
47.5517,-0.63750063,-0.00118470,0.71520402,0.28648692,93.20568,-65.67272,-117.02536,0.05634,5.30902,1.28937,3.39024118e-02,1.61607309e-03
47.6318,-0.64040658,-0.00162785,0.71284660,0.28587843,92.27936,-65.79615,-116.00439,0.05498,5.30907,1.28921,3.39024118e-02,1.61607309e-03
47.7118,-0.64330320,-0.00207045,0.71047851,0.28526653,91.34334,-65.91274,-114.97387,0.05361,5.30912,1.28906,3.39024118e-02,1.61607309e-03
47.7919,-0.64619044,-0.00251248,0.70809977,0.28465122,90.39805,-66.02238,-113.93421,0.05225,5.30917,1.28891,3.39024118e-02,1.61607309e-03
47.8719,-0.64906827,-0.00295395,0.70571042,0.28403250,89.44392,-66.12497,-112.88588,0.05088,5.30922,1.28877,3.39024118e-02,1.61607309e-03
47.9520,-0.65193663,-0.00339484,0.70331050,0.28341039,88.48144,-66.22043,-111.82933,0.04952,5.30926,1.28862,3.39024118e-02,1.61607309e-03
48.0320,-0.65479549,-0.00383513,0.70090004,0.28278488,87.51111,-66.30866,-110.76507,0.04815,5.30931,1.28848,3.39024118e-02,1.61607309e-03
48.1121,-0.65764482,-0.00427482,0.69847908,0.28215598,86.53346,-66.38959,-109.69364,0.04679,5.30935,1.28835,3.39024118e-02,1.61607309e-03
48.1921,-0.66048456,-0.00471389,0.69604765,0.28152370,85.54906,-66.46313,-108.61558,0.04542,5.30939,1.28822,3.39024118e-02,1.61607309e-03
48.2722,-0.66331467,-0.00515234,0.69360580,0.28088804,84.55848,-66.52923,-107.53148,0.04406,5.30943,1.28809,3.39024118e-02,1.61607309e-03
48.3522,-0.66613513,-0.00559015,0.69115355,0.28024901,83.56233,-66.58780,-106.44194,0.04269,5.30947,1.28796,3.39024118e-02,1.61607309e-03
48.4323,-0.66894587,-0.00602731,0.68869095,0.27960661,82.56123,-66.63880,-105.34758,0.04133,5.30951,1.28784,3.39024118e-02,1.61607309e-03
48.5123,-0.67174688,-0.00646381,0.68621804,0.27896085,81.55583,-66.68218,-104.24904,0.03997,5.30955,1.28772,3.39024118e-02,1.61607309e-03
48.5924,-0.67453809,-0.00689965,0.68373484,0.27831174,80.54679,-66.71790,-103.14698,0.03860,5.30959,1.28760,3.39024118e-02,1.61607309e-03
48.6724,-0.67731949,-0.00733480,0.68124139,0.27765928,79.53477,-66.74591,-102.04207,0.03724,5.30962,1.28749,3.39024118e-02,1.61607309e-03
48.7525,-0.68009101,-0.00776925,0.67873775,0.27700347,78.52047,-66.76618,-100.93498,0.03587,5.30965,1.28738,3.39024118e-02,1.61607309e-03
48.8326,-0.68285263,-0.00820301,0.67622393,0.27634433,77.50458,-66.77871,-99.82643,0.03451,5.30969,1.28727,3.39024118e-02,1.61607309e-03
48.9126,-0.68560431,-0.00863605,0.67369998,0.27568186,76.48779,-66.78347,-98.71709,0.03315,5.30972,1.28717,3.39024118e-02,1.61607309e-03
48.9927,-0.68834600,-0.00906836,0.67116594,0.27501606,75.47081,-66.78045,-97.60767,0.03178,5.30975,1.28707,3.39024118e-02,1.61607309e-03
49.0727,-0.69107767,-0.00949994,0.66862184,0.27434693,74.45435,-66.76967,-96.49887,0.03042,5.30978,1.28697,3.39024118e-02,1.61607309e-03
49.1528,-0.69379927,-0.00993077,0.66606773,0.27367450,73.43911,-66.75113,-95.39139,0.02906,5.30981,1.28688,3.39024118e-02,1.61607309e-03
49.2328,-0.69651078,-0.01036084,0.66350363,0.27299876,72.42577,-66.72485,-94.28592,0.02769,5.30984,1.28679,3.39024118e-02,1.61607309e-03
49.3129,-0.69921214,-0.01079015,0.66092960,0.27231971,71.41503,-66.69086,-93.18315,0.02633,5.30986,1.28670,3.39024118e-02,1.61607309e-03
49.3929,-0.70190332,-0.01121867,0.65834567,0.27163737,70.40757,-66.64918,-92.08375,0.02497,5.30989,1.28662,3.39024118e-02,1.61607309e-03
49.4730,-0.70458428,-0.01164641,0.65575187,0.27095173,69.40404,-66.59986,-90.98838,0.02360,5.30991,1.28654,3.39024118e-02,1.61607309e-03
49.5530,-0.70725498,-0.01207335,0.65314825,0.27026282,68.40511,-66.54295,-89.89770,0.02224,5.30994,1.28646,3.39024118e-02,1.61607309e-03
49.6331,-0.70991539,-0.01249947,0.65053484,0.26957062,67.41139,-66.47850,-88.81232,0.02088,5.30996,1.28639,3.39024118e-02,1.61607309e-03
49.7131,-0.71256546,-0.01292478,0.64791169,0.26887515,66.42350,-66.40658,-87.73285,0.01951,5.30998,1.28632,3.39024118e-02,1.61607309e-03
49.7932,-0.71520517,-0.01334925,0.64527884,0.26817642,65.44203,-66.32724,-86.65989,0.01815,5.31000,1.28625,3.39024118e-02,1.61607309e-03
49.8732,-0.71783446,-0.01377288,0.64263631,0.26747442,64.46754,-66.24057,-85.59399,0.01679,5.31002,1.28619,3.39024118e-02,1.61607309e-03
49.9533,-0.72045330,-0.01419565,0.63998416,0.26676917,63.50057,-66.14665,-84.53570,0.01542,5.31004,1.28613,3.39024118e-02,1.61607309e-03
50.0334,-0.72306166,-0.01461757,0.63732243,0.26606067,62.54164,-66.04555,-83.48551,0.01406,5.31005,1.28607,3.39024118e-02,1.61607309e-03
50.1134,-0.72565950,-0.01503860,0.63465115,0.26534894,61.59123,-65.93737,-82.44392,0.01270,5.31007,1.28602,3.39024118e-02,1.61607309e-03
50.1935,-0.72824677,-0.01545876,0.63197036,0.26463396,60.64980,-65.82221,-81.41138,0.01133,5.31009,1.28597,3.39024118e-02,1.61607309e-03
50.2735,-0.73082345,-0.01587802,0.62928010,0.26391576,59.71777,-65.70015,-80.38832,0.00997,5.31010,1.28592,3.39024118e-02,1.61607309e-03
50.3536,-0.73338949,-0.01629637,0.62658042,0.26319433,58.79555,-65.57132,-79.37512,0.00861,5.31011,1.28588,3.39024118e-02,1.61607309e-03
50.4336,-0.73594487,-0.01671381,0.62387135,0.26246969,57.88351,-65.43581,-78.37217,0.00725,5.31012,1.28584,3.39024118e-02,1.61607309e-03
50.5137,-0.73848953,-0.01713033,0.62115294,0.26174184,56.98197,-65.29373,-77.37979,0.00588,5.31013,1.28580,3.39024118e-02,1.61607309e-03
50.5937,-0.74102345,-0.01754591,0.61842522,0.26101079,56.09126,-65.14519,-76.39828,0.00452,5.31014,1.28577,3.39024118e-02,1.61607309e-03
50.6738,-0.74354659,-0.01796054,0.61568824,0.26027653,55.21164,-64.99032,-75.42793,0.00316,5.31015,1.28574,3.39024118e-02,1.61607309e-03
50.7538,-0.74605891,-0.01837422,0.61294204,0.25953909,54.34338,-64.82922,-74.46899,0.00179,5.31016,1.28571,3.39024118e-02,1.61607309e-03
50.8339,-0.74856038,-0.01878693,0.61018666,0.25879846,53.48668,-64.66202,-73.52167,0.00043,5.31016,1.28569,3.39024118e-02,1.61607309e-03
50.9139,-0.75105096,-0.01919866,0.60742214,0.25805465,52.64175,-64.48883,-72.58616,-0.00093,5.31017,1.28567,3.39024118e-02,1.61607309e-03
50.9940,-0.75353061,-0.01960941,0.60464853,0.25730768,51.80875,-64.30978,-71.66262,-0.00229,5.31017,1.28565,3.39024118e-02,1.61607309e-03
51.0740,-0.75599931,-0.02001916,0.60186586,0.25655754,50.98782,-64.12499,-70.75120,-0.00366,5.31017,1.28564,3.39024118e-02,1.61607309e-03
51.1541,-0.75845701,-0.02042791,0.59907417,0.25580424,50.17907,-63.93458,-69.85201,-0.00502,5.31017,1.28563,3.39024118e-02,1.61607309e-03
51.2342,-0.76090367,-0.02083564,0.59627351,0.25504778,49.38260,-63.73867,-68.96513,-0.00638,5.31017,1.28562,3.39024118e-02,1.61607309e-03
51.3142,-0.76333927,-0.02124235,0.59346393,0.25428819,48.59847,-63.53738,-68.09062,-0.00775,5.31017,1.28562,3.39024118e-02,1.61607309e-03
51.3943,-0.76576377,-0.02164802,0.59064545,0.25352545,47.82672,-63.33084,-67.22854,-0.00911,5.31017,1.28561,3.39024118e-02,1.61607309e-03
51.4743,-0.76817714,-0.02205264,0.58781814,0.25275959,47.06739,-63.11917,-66.37890,-0.01047,5.31017,1.28562,3.39024118e-02,1.61607309e-03
51.5544,-0.77057933,-0.02245621,0.58498201,0.25199059,46.32048,-62.90249,-65.54171,-0.01183,5.31016,1.28562,3.39024118e-02,1.61607309e-03
51.6344,-0.77297032,-0.02285872,0.58213713,0.25121849,45.58597,-62.68091,-64.71695,-0.01320,5.31016,1.28563,3.39024118e-02,1.61607309e-03
51.7145,-0.77535006,-0.02326015,0.57928354,0.25044326,44.86383,-62.45456,-63.90458,-0.01456,5.31015,1.28565,3.39024118e-02,1.61607309e-03
51.7945,-0.77771854,-0.02366049,0.57642127,0.24966494,44.15403,-62.22355,-63.10456,-0.01592,5.31015,1.28566,3.39024118e-02,1.61607309e-03
51.8746,-0.78007570,-0.02405975,0.57355037,0.24888352,43.45648,-61.98800,-62.31682,-0.01729,5.31014,1.28568,3.39024118e-02,1.61607309e-03
51.9546,-0.78242153,-0.02445789,0.57067088,0.24809900,42.77112,-61.74802,-61.54129,-0.01865,5.31013,1.28570,3.39024118e-02,1.61607309e-03
52.0347,-0.78475598,-0.02485493,0.56778284,0.24731140,42.09787,-61.50373,-60.77788,-0.02001,5.31012,1.28573,3.39024118e-02,1.61607309e-03
52.1147,-0.78707902,-0.02525084,0.56488631,0.24652073,41.43662,-61.25522,-60.02647,-0.02138,5.31010,1.28576,3.39024118e-02,1.61607309e-03
52.1948,-0.78939062,-0.02564563,0.56198132,0.24572698,40.78726,-61.00263,-59.28696,-0.02274,5.31009,1.28579,3.39024118e-02,1.61607309e-03
52.2748,-0.79169074,-0.02603927,0.55906792,0.24493018,40.14967,-60.74603,-58.55924,-0.02410,5.31008,1.28583,3.39024118e-02,1.61607309e-03
52.3549,-0.79397936,-0.02643176,0.55614615,0.24413031,39.52372,-60.48556,-57.84315,-0.02547,5.31006,1.28586,3.39024118e-02,1.61607309e-03
52.4350,-0.79625643,-0.02682309,0.55321605,0.24332740,38.90928,-60.22129,-57.13857,-0.02683,5.31005,1.28591,3.39024118e-02,1.61607309e-03
52.5150,-0.79852193,-0.02721325,0.55027767,0.24252144,38.30621,-59.95335,-56.44536,-0.02819,5.31003,1.28595,3.39024118e-02,1.61607309e-03
52.5951,-0.80077583,-0.02760224,0.54733105,0.24171245,37.71435,-59.68181,-55.76335,-0.02956,5.31001,1.28600,3.39024118e-02,1.61607309e-03
52.6751,-0.80301808,-0.02799003,0.54437625,0.24090043,37.13355,-59.40679,-55.09240,-0.03092,5.30999,1.28605,3.39024118e-02,1.61607309e-03
52.7552,-0.80524867,-0.02837663,0.54141329,0.24008539,36.56365,-59.12836,-54.43234,-0.03228,5.30997,1.28611,3.39024118e-02,1.61607309e-03
52.8352,-0.80746755,-0.02876203,0.53844223,0.23926734,36.00449,-58.84664,-53.78300,-0.03365,5.30995,1.28617,3.39024118e-02,1.61607309e-03
52.9153,-0.80967470,-0.02914620,0.53546311,0.23844628,35.45590,-58.56169,-53.14423,-0.03501,5.30993,1.28623,3.39024118e-02,1.61607309e-03
52.9953,-0.81187008,-0.02952916,0.53247598,0.23762222,34.91772,-58.27362,-52.51583,-0.03638,5.30990,1.28630,3.39024118e-02,1.61607309e-03
53.0754,-0.81405367,-0.02991088,0.52948088,0.23679517,34.38978,-57.98250,-51.89765,-0.03774,5.30988,1.28636,3.39024118e-02,1.61607309e-03
53.1554,-0.81622543,-0.03029136,0.52647786,0.23596514,33.87189,-57.68842,-51.28951,-0.03910,5.30985,1.28644,3.39024118e-02,1.61607309e-03
53.2355,-0.81838532,-0.03067059,0.52346696,0.23513213,33.36390,-57.39146,-50.69123,-0.04047,5.30982,1.28651,3.39024118e-02,1.61607309e-03
53.3155,-0.82053333,-0.03104856,0.52044823,0.23429614,32.86562,-57.09169,-50.10264,-0.04183,5.30980,1.28659,3.39024118e-02,1.61607309e-03
53.3956,-0.82266942,-0.03142527,0.51742171,0.23345720,32.37687,-56.78920,-49.52355,-0.04320,5.30977,1.28667,3.39024118e-02,1.61607309e-03
53.4757,-0.82479355,-0.03180069,0.51438744,0.23261530,31.89750,-56.48406,-48.95380,-0.04456,5.30974,1.28676,3.39024118e-02,1.61607309e-03
53.5557,-0.82690570,-0.03217483,0.51134549,0.23177045,31.42732,-56.17634,-48.39320,-0.04593,5.30970,1.28685,3.39024118e-02,1.61607309e-03
53.6358,-0.82900583,-0.03254767,0.50829588,0.23092266,30.96615,-55.86610,-47.84157,-0.04729,5.30967,1.28694,3.39024118e-02,1.61607309e-03
53.7158,-0.83109393,-0.03291922,0.50523867,0.23007194,30.51383,-55.55343,-47.29875,-0.04866,5.30964,1.28703,3.39024118e-02,1.61607309e-03
