id,category,row_class,active_in_current_pair_universe,path,hash_algorithm,hash,bytes,units,frame,state_selector,closed,operational_authority,representation_debit,readiness,blocker
R::RC-TRK-J3-STOP-B,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_TRK_J3_STOP_B_tris.npy,SHA256,FA86BDB2B4310EB269A1C4BC69B4DD348184A677E4CF3E66E73D32BF69340233,992,mm,link2,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-TRK-J4-STOP-NEG,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_TRK_J4_STOP_NEG_tris.npy,SHA256,7B97FB56EC446AC4A266AEFDF18D7EF8E891F4CCE7C2AC621EA3AC3116FF0007,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-TRK-J4-STOP-POS,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_TRK_J4_STOP_POS_tris.npy,SHA256,C0DE2E1C924F51A72275FE0FA26AF35CF6C17C8BDF186F0BA8285BC164BFF77E,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
R::RC-TRK-J4-TROMBONE-RAIL,R,ACTIVE_OBJECT,true,20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/route_c/ROUTE_C_SWEEP_MESH_PACK_V9F/rc_RC_TRK_J4_TROMBONE_RAIL_tris.npy,SHA256,FCB4594FA7EBB6B772EFB39DED43E95D02AB8F89A12672CE95034DB9B3DCF159,992,mm,link3,"{""active_when"":""ALWAYS_IN_M01_IF_ROUTE_C_CANDIDATE_IS_SELECTED"",""pose_source"":""PINNED_V9F_HOST_AND_MOTION_CLASS_LOGIC_REQUIRES_INDEPENDENT_ADAPTER"",""selected_representation_role"":""narrowphase_candidate""}",false,false,V9F_DESIGN_CANDIDATE_ONLY__OPERATIONAL_PROMOTION_AND_INTERFACE_PATCHES_ABSENT,PINNED_V9F_TRIANGLES__OPERATIONAL_AND_PAIR_HOLD,INDEPENDENT_ADAPTER_INTERFACE_PATCH_AND_PAIR_EVALUATION_UNBOUND
S::LEFT_LEAF_1,S,ACTIVE_OBJECT,true,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,null,S,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE"",""container_selector_by_state"":{""DEPLOYED"":""R2_LEFT_LEAF1_DEPLOYED"",""STOWED"":""R2_LEFT_LEAF1_STOWED""},""pose_source"":""FCSTD_OBJECT_PLACEMENT_SELECTED_BY_EXPLICIT_STATE"",""selected_representation_role"":""container""}",false,false,STATE_SELECTOR_AND_PHYSICAL_HINGE_HDRM_LATCH_AUTHORITY_ABSENT__ASSET_UNITS_NOT_EXPLICIT_IN_SOURCE_REGISTRY,CONTAINER_PINNED__SINGLE_STATE_OPERATIONAL_EXTRACTION_HOLD,SOLAR_STATE_LATCH_HDRM_BINDING_AND_OPERATIONAL_EXTRACTION_UNBOUND__ASSET_UNITS_REQUIRE_AUTHORITY_BINDING
S::LEFT_LEAF_2,S,ACTIVE_OBJECT,true,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,null,S,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE"",""container_selector_by_state"":{""DEPLOYED"":""R2_LEFT_LEAF2_DEPLOYED"",""STOWED"":""R2_LEFT_LEAF2_STOWED""},""pose_source"":""FCSTD_OBJECT_PLACEMENT_SELECTED_BY_EXPLICIT_STATE"",""selected_representation_role"":""container""}",false,false,STATE_SELECTOR_AND_PHYSICAL_HINGE_HDRM_LATCH_AUTHORITY_ABSENT__ASSET_UNITS_NOT_EXPLICIT_IN_SOURCE_REGISTRY,CONTAINER_PINNED__SINGLE_STATE_OPERATIONAL_EXTRACTION_HOLD,SOLAR_STATE_LATCH_HDRM_BINDING_AND_OPERATIONAL_EXTRACTION_UNBOUND__ASSET_UNITS_REQUIRE_AUTHORITY_BINDING
S::LEFT_LEAF_3,S,ACTIVE_OBJECT,true,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,null,S,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE"",""container_selector_by_state"":{""DEPLOYED"":""R2_LEFT_LEAF3_DEPLOYED"",""STOWED"":""R2_LEFT_LEAF3_STOWED""},""pose_source"":""FCSTD_OBJECT_PLACEMENT_SELECTED_BY_EXPLICIT_STATE"",""selected_representation_role"":""container""}",false,false,STATE_SELECTOR_AND_PHYSICAL_HINGE_HDRM_LATCH_AUTHORITY_ABSENT__ASSET_UNITS_NOT_EXPLICIT_IN_SOURCE_REGISTRY,CONTAINER_PINNED__SINGLE_STATE_OPERATIONAL_EXTRACTION_HOLD,SOLAR_STATE_LATCH_HDRM_BINDING_AND_OPERATIONAL_EXTRACTION_UNBOUND__ASSET_UNITS_REQUIRE_AUTHORITY_BINDING
S::RIGHT_LEAF_1,S,ACTIVE_OBJECT,true,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,null,S,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE"",""container_selector_by_state"":{""DEPLOYED"":""R2_RIGHT_LEAF1_DEPLOYED"",""STOWED"":""R2_RIGHT_LEAF1_STOWED""},""pose_source"":""FCSTD_OBJECT_PLACEMENT_SELECTED_BY_EXPLICIT_STATE"",""selected_representation_role"":""container""}",false,false,STATE_SELECTOR_AND_PHYSICAL_HINGE_HDRM_LATCH_AUTHORITY_ABSENT__ASSET_UNITS_NOT_EXPLICIT_IN_SOURCE_REGISTRY,CONTAINER_PINNED__SINGLE_STATE_OPERATIONAL_EXTRACTION_HOLD,SOLAR_STATE_LATCH_HDRM_BINDING_AND_OPERATIONAL_EXTRACTION_UNBOUND__ASSET_UNITS_REQUIRE_AUTHORITY_BINDING
S::RIGHT_LEAF_2,S,ACTIVE_OBJECT,true,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,null,S,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE"",""container_selector_by_state"":{""DEPLOYED"":""R2_RIGHT_LEAF2_DEPLOYED"",""STOWED"":""R2_RIGHT_LEAF2_STOWED""},""pose_source"":""FCSTD_OBJECT_PLACEMENT_SELECTED_BY_EXPLICIT_STATE"",""selected_representation_role"":""container""}",false,false,STATE_SELECTOR_AND_PHYSICAL_HINGE_HDRM_LATCH_AUTHORITY_ABSENT__ASSET_UNITS_NOT_EXPLICIT_IN_SOURCE_REGISTRY,CONTAINER_PINNED__SINGLE_STATE_OPERATIONAL_EXTRACTION_HOLD,SOLAR_STATE_LATCH_HDRM_BINDING_AND_OPERATIONAL_EXTRACTION_UNBOUND__ASSET_UNITS_REQUIRE_AUTHORITY_BINDING
S::RIGHT_LEAF_3,S,ACTIVE_OBJECT,true,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,null,S,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE"",""container_selector_by_state"":{""DEPLOYED"":""R2_RIGHT_LEAF3_DEPLOYED"",""STOWED"":""R2_RIGHT_LEAF3_STOWED""},""pose_source"":""FCSTD_OBJECT_PLACEMENT_SELECTED_BY_EXPLICIT_STATE"",""selected_representation_role"":""container""}",false,false,STATE_SELECTOR_AND_PHYSICAL_HINGE_HDRM_LATCH_AUTHORITY_ABSENT__ASSET_UNITS_NOT_EXPLICIT_IN_SOURCE_REGISTRY,CONTAINER_PINNED__SINGLE_STATE_OPERATIONAL_EXTRACTION_HOLD,SOLAR_STATE_LATCH_HDRM_BINDING_AND_OPERATIONAL_EXTRACTION_UNBOUND__ASSET_UNITS_REQUIRE_AUTHORITY_BINDING
K::R2_LEFT_ROOT_HINGE_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_LEFT_ROOT_HINGE_KEEPOUT"",""kind"":""ROOT_HINGE""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_LEFT_INTER_HINGE2_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_LEFT_INTER_HINGE2_KEEPOUT"",""kind"":""INTERLEAF_HINGE""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_LEFT_INTER_HINGE3_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_LEFT_INTER_HINGE3_KEEPOUT"",""kind"":""INTERLEAF_HINGE""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_LEFT_HDRM1_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_LEFT_HDRM1_KEEPOUT"",""kind"":""HDRM""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_LEFT_HDRM2_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_LEFT_HDRM2_KEEPOUT"",""kind"":""HDRM""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_RIGHT_ROOT_HINGE_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_RIGHT_ROOT_HINGE_KEEPOUT"",""kind"":""ROOT_HINGE""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_RIGHT_INTER_HINGE2_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_RIGHT_INTER_HINGE2_KEEPOUT"",""kind"":""INTERLEAF_HINGE""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_RIGHT_INTER_HINGE3_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_RIGHT_INTER_HINGE3_KEEPOUT"",""kind"":""INTERLEAF_HINGE""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_RIGHT_HDRM1_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_RIGHT_HDRM1_KEEPOUT"",""kind"":""HDRM""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
K::R2_RIGHT_HDRM2_KEEPOUT,K,CONDITIONAL_VIRTUAL_KEEPOUT_CANDIDATE,false,20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/ecr_solar_array_r2/SOLAR_ARRAY_R2_CANDIDATE_V1.FCStd,SHA256,9D4D249A5D4EED7BDD8F3C08EC96737884A19523782112B1E72AD9EA0A1B65AB,23733,mm,null,"{""active_when"":""REQUIRES_EXPLICIT_SOLAR_STATE_AND_LATCH_HDRM_BINDING"",""container_selector"":""R2_RIGHT_HDRM2_KEEPOUT"",""kind"":""HDRM""}",false,false,VIRTUAL_CANDIDATE_NOT_IN_150_PAIR_UNIVERSE__PHYSICAL_HARDWARE_NOT_MODELLED,CONTAINER_SELECTOR_PINNED__ACTIVATION_AND_PHYSICAL_AUTHORITY_HOLD,EXPLICIT_SOLAR_STATE_LATCH_HDRM_BINDING_AND_REISSUED_PAIR_UNIVERSE_REQUIRED
MISSING::ARM_HDRM_AND_STOW_SUPPORT_GEOMETRY,MISSING,KNOWN_MISSING_OBJECT_OR_AUTHORITY_CATEGORY,false,null,SHA256,null,null,null,null,null,false,false,OMITTED_PHYSICAL_CATEGORY_EXPLICIT_DEBIT,MISSING_FAIL_CLOSED,ARM_HDRM_AND_STOW_SUPPORT_GEOMETRY
MISSING::SENSOR_PACKAGE_AND_CAMERA_MOUNT,MISSING,KNOWN_MISSING_OBJECT_OR_AUTHORITY_CATEGORY,false,null,SHA256,null,null,null,null,null,false,false,OMITTED_PHYSICAL_CATEGORY_EXPLICIT_DEBIT,MISSING_FAIL_CLOSED,SENSOR_PACKAGE_AND_CAMERA_MOUNT
MISSING::TARGET_AND_TARGET_INTERFACE_GEOMETRY,MISSING,KNOWN_MISSING_OBJECT_OR_AUTHORITY_CATEGORY,false,null,SHA256,null,null,null,null,null,false,false,OMITTED_PHYSICAL_CATEGORY_EXPLICIT_DEBIT,MISSING_FAIL_CLOSED,TARGET_AND_TARGET_INTERFACE_GEOMETRY
MISSING::SOLAR_ROOT_AND_INTERLEAF_HINGE_PHYSICAL_GEOMETRY,MISSING,KNOWN_MISSING_OBJECT_OR_AUTHORITY_CATEGORY,false,null,SHA256,null,null,null,null,null,false,false,OMITTED_PHYSICAL_CATEGORY_EXPLICIT_DEBIT,MISSING_FAIL_CLOSED,SOLAR_ROOT_AND_INTERLEAF_HINGE_PHYSICAL_GEOMETRY
MISSING::SOLAR_HDRM_LATCH_AND_DEPLOYED_STOP_PHYSICAL_GEOMETRY,MISSING,KNOWN_MISSING_OBJECT_OR_AUTHORITY_CATEGORY,false,null,SHA256,null,null,null,null,null,false,false,OMITTED_PHYSICAL_CATEGORY_EXPLICIT_DEBIT,MISSING_FAIL_CLOSED,SOLAR_HDRM_LATCH_AND_DEPLOYED_STOP_PHYSICAL_GEOMETRY
MISSING::FASTENER_AND_LOCATOR_COLLISION_REPRESENTATIONS,MISSING,KNOWN_MISSING_OBJECT_OR_AUTHORITY_CATEGORY,false,null,SHA256,null,null,null,null,null,false,false,OMITTED_PHYSICAL_CATEGORY_EXPLICIT_DEBIT,MISSING_FAIL_CLOSED,FASTENER_AND_LOCATOR_COLLISION_REPRESENTATIONS
MISSING::COMPLETE_BUS_PANEL_CLOSURE_AND_EXTERNAL_PROTRUSIONS,MISSING,KNOWN_MISSING_OBJECT_OR_AUTHORITY_CATEGORY,false,null,SHA256,null,null,null,null,null,false,false,OMITTED_PHYSICAL_CATEGORY_EXPLICIT_DEBIT,MISSING_FAIL_CLOSED,COMPLETE_BUS_PANEL_CLOSURE_AND_EXTERNAL_PROTRUSIONS
