pair_index,object_a,category_a,object_b,category_b,pair_class,policy,status,reason
1794,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-J6-FIX,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1795,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-J6-MOV,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1796,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-L1-01,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1797,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-L2-01,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1798,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-L2-02,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1799,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-L3-01,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1800,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-L3-02,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1801,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CLP-L4-01,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1802,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CONN-WR-D1,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1803,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-CONN-WR-P1,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1804,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J1-ANNULUS-LOW,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1805,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J1-ANNULUS-UP,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1806,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J1-ANNULUS-WALL,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1807,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J1-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1808,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J2-MANDREL,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1809,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J2-MANDREL-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1810,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J3-SADDLE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1811,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J3-SADDLE-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1812,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-ANNULAR-FOLLOWER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1813,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-ANNULAR-FOLLOWER-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1814,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-B-TO-ANNULUS,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1815,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-B-TO-ANNULUS-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1816,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-FIXED-APPROACH,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1817,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-FIXED-APPROACH-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1818,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-TROMBONE-U,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1819,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J4-TROMBONE-U-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1820,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J5-HIGH-BYPASS,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1821,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J5-HIGH-BYPASS-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1822,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J5-HIGH-RETURN,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1823,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J5-HIGH-RETURN-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1824,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J5-WRAP,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1825,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J5-WRAP-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1826,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J6-RING-0,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1827,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J6-RING-1,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1828,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J6-RING-2,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1829,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GDE-J6-RING-3,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1830,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GSP-J5-HIGH-A6,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1831,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GSP-J5-HIGH-W2,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1832,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GSP-J5-HIGH-W3,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1833,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GSP-L4-HIGH-E1,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1834,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-GSP-L4-HIGH-E2,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1835,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-PLT-BASE-CONN,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1836,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-PLT-BUS-CONN,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1837,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-PLT-WRIST-SPLIT,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1838,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-SR-WRIST,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1839,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-SR-WRIST-BOOT,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1840,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-A-STAGE-1,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1841,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-A-STAGE-2,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1842,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-A-STAGE-3,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1843,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-A-STAGE-4,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1844,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-B-STAGE-1,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1845,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-B-STAGE-2,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1846,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-B-STAGE-3,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1847,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TEL-J4-B-STAGE-4,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1848,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TRK-J3-RAIL,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1849,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TRK-J3-STOP-A,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1850,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TRK-J3-STOP-B,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1851,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TRK-J4-STOP-NEG,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1852,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TRK-J4-STOP-POS,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1853,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,R::RC-TRK-J4-TROMBONE-RAIL,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1854,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,S::LEFT_LEAF_1,S,S-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1855,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,S::LEFT_LEAF_2,S,S-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1856,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,S::LEFT_LEAF_3,S,S-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1857,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,S::RIGHT_LEAF_1,S,S-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1858,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,S::RIGHT_LEAF_2,S,S-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1859,C::SEG-02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL,C,S::RIGHT_LEAF_3,S,S-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1860,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,C::SEG-04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER,C,C-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1861,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,C::SEG-05_J5_WRIST_WRAP,C,C-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1862,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,C::SEG-06_J6_HELICAL_WRAP_AND_WRIST_RUN,C,C-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1863,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,C::SEG-07A_WRIST_TAIL_DATA,C,C-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1864,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,C::SEG-07B_WRIST_TAIL_POWER,C,C-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1865,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,F::BUS,F,F-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1866,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,F::LOAD_BRIDGE,F,F-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1867,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,F::M3R_STAGE_A,F,F-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1868,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,F::M3R_STAGE_B,F,F-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1869,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-BASE-COLLAR,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1870,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-BUS-FLANGE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1871,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J1-RISER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1872,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-MAIN-SPINE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1873,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-ROOT-NECK,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1874,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SPINE-HUB,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1875,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-LOWER-ARM,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1876,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-LOWER-POST,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1877,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-LOWER-SADDLE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1878,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-MID-ARM,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1879,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-MID-POST,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1880,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-MID-SADDLE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1881,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-UPPER-ARM,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1882,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-UPPER-POST,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1883,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-ANN-SUPPORT-UPPER-SADDLE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1884,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-RAIL-PAD-1,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1885,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-RAIL-PAD-2,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1886,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-RAIL-PAD-3,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1887,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J4-RAIL-SPINE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1888,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J6-GUIDE-A,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1889,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-J6-GUIDE-B,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1890,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-BRK-L1-01,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1891,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CAR-J3-CARRIAGE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1892,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CAR-J4-FOLLOWER-TROLLEY,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1893,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CAR-J4-TROMBONE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1894,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-BUS-FT-BASE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1895,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-BUS-FT-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1896,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-BUS-FT-WALL-A,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1897,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-BUS-FT-WALL-B,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1898,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-E210-LINK-00,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1899,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-E210-LINK-01,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1900,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-E210-LINK-02,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1901,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-E210-LINK-03,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1902,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-E210-LINK-04,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1903,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-E210-LINK-05,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1904,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-L2-BASE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1905,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-L2-LINER,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1906,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-L2-WALL-A,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1907,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-L2-WALL-B,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
1908,C::SEG-03_J3_CARRIER_HYBRID_WRAP,C,R::RC-CHN-L3-BASE,R,R-C,FORBID,UNASSESSED_FAIL_CLOSED,NO_COMPLETE_HASH_BOUND_PAIR_EVALUATION
