t_s,q1_deg,q2_deg,base_theta_deg,base_omega_dps,H_reaction_kgm2ps,ee_x_m,ee_z_m,clearance_min_m
17.2406,13.64033,-9.09355,-3.10820,2.61800,0.01672,0.72984,0.05107,0.55984
17.2526,13.50270,-9.00180,-3.07689,2.60755,0.01665,0.72995,0.05056,0.55995
17.2646,13.36564,-8.91043,-3.04571,2.59702,0.01659,0.73006,0.05005,0.56006
17.2766,13.22916,-8.81944,-3.01466,2.58639,0.01652,0.73016,0.04954,0.56016
17.2886,13.09326,-8.72884,-2.98373,2.57568,0.01645,0.73027,0.04904,0.56027
17.3007,12.95795,-8.63863,-2.95294,2.56487,0.01638,0.73037,0.04854,0.56037
17.3127,12.82322,-8.54882,-2.92228,2.55399,0.01631,0.73047,0.04804,0.56047
17.3247,12.68909,-8.45940,-2.89175,2.54301,0.01624,0.73057,0.04754,0.56057
17.3367,12.55556,-8.37037,-2.86135,2.53195,0.01617,0.73067,0.04705,0.56067
17.3487,12.42263,-8.28175,-2.83108,2.52080,0.01610,0.73076,0.04655,0.56076
17.3607,12.29030,-8.19354,-2.80095,2.50957,0.01603,0.73086,0.04606,0.56086
17.3727,12.15859,-8.10572,-2.77096,2.49826,0.01596,0.73095,0.04557,0.56095
17.3847,12.02748,-8.01832,-2.74110,2.48686,0.01589,0.73105,0.04508,0.56105
17.3967,11.89700,-7.93133,-2.71138,2.47538,0.01581,0.73114,0.04460,0.56114
17.4087,11.76714,-7.84476,-2.68180,2.46383,0.01574,0.73122,0.04412,0.56122
17.4207,11.63790,-7.75860,-2.65236,2.45219,0.01566,0.73131,0.04364,0.56131
17.4327,11.50929,-7.67286,-2.62306,2.44047,0.01559,0.73140,0.04316,0.56140
17.4447,11.38131,-7.58754,-2.59390,2.42867,0.01551,0.73148,0.04268,0.56148
17.4567,11.25397,-7.50265,-2.56488,2.41680,0.01544,0.73157,0.04221,0.56157
17.4687,11.12728,-7.41818,-2.53601,2.40485,0.01536,0.73165,0.04174,0.56165
17.4807,11.00122,-7.33415,-2.50728,2.39282,0.01529,0.73173,0.04127,0.56173
17.4927,10.87581,-7.25054,-2.47870,2.38072,0.01521,0.73181,0.04080,0.56181
17.5048,10.75106,-7.16737,-2.45026,2.36854,0.01513,0.73189,0.04034,0.56189
17.5168,10.62696,-7.08464,-2.42197,2.35629,0.01505,0.73197,0.03987,0.56197
17.5288,10.50351,-7.00234,-2.39383,2.34397,0.01497,0.73204,0.03941,0.56204
17.5408,10.38073,-6.92049,-2.36584,2.33158,0.01489,0.73212,0.03896,0.56212
17.5528,10.25861,-6.83907,-2.33800,2.31911,0.01482,0.73219,0.03850,0.56219
17.5648,10.13716,-6.75811,-2.31030,2.30658,0.01474,0.73226,0.03805,0.56226
17.5768,10.01639,-6.67759,-2.28276,2.29397,0.01465,0.73233,0.03760,0.56233
17.5888,9.89628,-6.59752,-2.25537,2.28130,0.01457,0.73240,0.03715,0.56240
17.6008,9.77686,-6.51791,-2.22814,2.26856,0.01449,0.73247,0.03671,0.56247
17.6128,9.65812,-6.43874,-2.20105,2.25576,0.01441,0.73254,0.03626,0.56254
17.6248,9.54006,-6.36004,-2.17413,2.24289,0.01433,0.73260,0.03582,0.56260
17.6368,9.42269,-6.28179,-2.14735,2.22995,0.01425,0.73267,0.03538,0.56267
17.6488,9.30601,-6.20400,-2.12074,2.21696,0.01416,0.73273,0.03495,0.56273
17.6608,9.19002,-6.12668,-2.09428,2.20390,0.01408,0.73279,0.03452,0.56279
17.6728,9.07473,-6.04982,-2.06797,2.19077,0.01400,0.73285,0.03409,0.56285
17.6848,8.96014,-5.97343,-2.04183,2.17759,0.01391,0.73291,0.03366,0.56291
17.6968,8.84625,-5.89750,-2.01584,2.16435,0.01383,0.73297,0.03323,0.56297
17.7089,8.73307,-5.82204,-1.99002,2.15105,0.01374,0.73303,0.03281,0.56303
17.7209,8.62059,-5.74706,-1.96435,2.13769,0.01366,0.73309,0.03239,0.56309
17.7329,8.50883,-5.67255,-1.93885,2.12427,0.01357,0.73314,0.03197,0.56314
17.7449,8.39777,-5.59852,-1.91351,2.11080,0.01349,0.73320,0.03156,0.56320
17.7569,8.28744,-5.52496,-1.88833,2.09728,0.01340,0.73325,0.03115,0.56325
17.7689,8.17782,-5.45188,-1.86331,2.08370,0.01331,0.73330,0.03074,0.56330
17.7809,8.06893,-5.37928,-1.83846,2.07006,0.01323,0.73336,0.03033,0.56336
17.7929,7.96075,-5.30717,-1.81377,2.05638,0.01314,0.73341,0.02992,0.56341
17.8049,7.85331,-5.23554,-1.78925,2.04264,0.01305,0.73345,0.02952,0.56345
17.8169,7.74659,-5.16439,-1.76489,2.02886,0.01296,0.73350,0.02912,0.56350
17.8289,7.64060,-5.09373,-1.74069,2.01503,0.01287,0.73355,0.02873,0.56355
17.8409,7.53535,-5.02357,-1.71667,2.00114,0.01279,0.73360,0.02833,0.56360
17.8529,7.43083,-4.95389,-1.69281,1.98722,0.01270,0.73364,0.02794,0.56364
17.8649,7.32705,-4.88470,-1.66912,1.97324,0.01261,0.73369,0.02755,0.56369
17.8769,7.22401,-4.81600,-1.64560,1.95923,0.01252,0.73373,0.02717,0.56373
17.8889,7.12171,-4.74780,-1.62224,1.94516,0.01243,0.73377,0.02679,0.56377
17.9010,7.02015,-4.68010,-1.59906,1.93106,0.01234,0.73382,0.02641,0.56382
17.9130,6.91934,-4.61289,-1.57604,1.91692,0.01225,0.73386,0.02603,0.56386
17.9250,6.81928,-4.54618,-1.55320,1.90273,0.01216,0.73390,0.02565,0.56390
17.9370,6.71996,-4.47998,-1.53053,1.88851,0.01207,0.73394,0.02528,0.56394
17.9490,6.62140,-4.41427,-1.50802,1.87424,0.01197,0.73397,0.02491,0.56397
17.9610,6.52359,-4.34906,-1.48569,1.85994,0.01188,0.73401,0.02455,0.56401
17.9730,6.42654,-4.28436,-1.46354,1.84561,0.01179,0.73405,0.02418,0.56405
17.9850,6.33024,-4.22016,-1.44155,1.83124,0.01170,0.73408,0.02382,0.56408
17.9970,6.23470,-4.15647,-1.41974,1.81683,0.01161,0.73412,0.02346,0.56412
18.0090,6.13992,-4.09328,-1.39810,1.80240,0.01152,0.73415,0.02311,0.56415
18.0210,6.04591,-4.03060,-1.37663,1.78793,0.01142,0.73419,0.02276,0.56419
18.0330,5.95265,-3.96843,-1.35534,1.77343,0.01133,0.73422,0.02241,0.56422
18.0450,5.86016,-3.90677,-1.33422,1.75890,0.01124,0.73425,0.02206,0.56425
18.0570,5.76843,-3.84562,-1.31328,1.74435,0.01115,0.73428,0.02172,0.56428
18.0690,5.67748,-3.78498,-1.29251,1.72976,0.01105,0.73431,0.02138,0.56431
18.0810,5.58728,-3.72486,-1.27192,1.71515,0.01096,0.73434,0.02104,0.56434
18.0930,5.49786,-3.66524,-1.25150,1.70052,0.01087,0.73437,0.02070,0.56437
18.1051,5.40921,-3.60614,-1.23126,1.68586,0.01077,0.73440,0.02037,0.56440
18.1171,5.32133,-3.54755,-1.21120,1.67118,0.01068,0.73442,0.02004,0.56442
18.1291,5.23422,-3.48948,-1.19131,1.65648,0.01058,0.73445,0.01971,0.56445
18.1411,5.14789,-3.43193,-1.17160,1.64176,0.01049,0.73448,0.01939,0.56448
18.1531,5.06233,-3.37488,-1.15207,1.62703,0.01040,0.73450,0.01907,0.56450
18.1651,4.97754,-3.31836,-1.13271,1.61227,0.01030,0.73453,0.01875,0.56453
18.1771,4.89353,-3.26235,-1.11353,1.59750,0.01021,0.73455,0.01844,0.56455
18.1891,4.81030,-3.20687,-1.09453,1.58271,0.01011,0.73458,0.01812,0.56458
18.2011,4.72784,-3.15189,-1.07570,1.56790,0.01002,0.73460,0.01781,0.56460
18.2131,4.64616,-3.09744,-1.05706,1.55309,0.00992,0.73462,0.01751,0.56462
18.2251,4.56526,-3.04351,-1.03859,1.53826,0.00983,0.73464,0.01720,0.56464
18.2371,4.48514,-2.99009,-1.02030,1.52342,0.00973,0.73466,0.01690,0.56466
18.2491,4.40580,-2.93720,-1.00219,1.50858,0.00964,0.73468,0.01661,0.56468
18.2611,4.32723,-2.88482,-0.98425,1.49372,0.00954,0.73470,0.01631,0.56470
18.2731,4.24945,-2.83297,-0.96650,1.47886,0.00945,0.73472,0.01602,0.56472
18.2851,4.17245,-2.78163,-0.94892,1.46400,0.00935,0.73474,0.01573,0.56474
18.2971,4.09622,-2.73081,-0.93152,1.44913,0.00926,0.73476,0.01544,0.56476
18.3092,4.02078,-2.68052,-0.91430,1.43425,0.00916,0.73478,0.01516,0.56478
18.3212,3.94612,-2.63074,-0.89726,1.41938,0.00907,0.73480,0.01488,0.56480
18.3332,3.87223,-2.58149,-0.88040,1.40450,0.00897,0.73481,0.01460,0.56481
18.3452,3.79913,-2.53275,-0.86372,1.38963,0.00888,0.73483,0.01433,0.56483
18.3572,3.72681,-2.48454,-0.84721,1.37475,0.00878,0.73484,0.01406,0.56484
18.3692,3.65526,-2.43684,-0.83088,1.35988,0.00869,0.73486,0.01379,0.56486
18.3812,3.58450,-2.38967,-0.81474,1.34502,0.00859,0.73488,0.01352,0.56488
18.3932,3.51451,-2.34301,-0.79877,1.33016,0.00850,0.73489,0.01326,0.56489
18.4052,3.44531,-2.29687,-0.78297,1.31531,0.00840,0.73490,0.01300,0.56490
18.4172,3.37688,-2.25125,-0.76736,1.30046,0.00831,0.73492,0.01274,0.56492
18.4292,3.30923,-2.20615,-0.75193,1.28563,0.00821,0.73493,0.01249,0.56493
18.4412,3.24235,-2.16157,-0.73667,1.27081,0.00812,0.73494,0.01224,0.56494
18.4532,3.17626,-2.11750,-0.72159,1.25600,0.00803,0.73496,0.01199,0.56496
18.4652,3.11093,-2.07396,-0.70669,1.24120,0.00793,0.73497,0.01174,0.56497
18.4772,3.04639,-2.03092,-0.69196,1.22642,0.00784,0.73498,0.01150,0.56498
18.4892,2.98261,-1.98841,-0.67741,1.21165,0.00774,0.73499,0.01126,0.56499
18.5013,2.91961,-1.94641,-0.66304,1.19691,0.00765,0.73500,0.01102,0.56500
18.5133,2.85738,-1.90492,-0.64885,1.18218,0.00755,0.73501,0.01079,0.56501
18.5253,2.79593,-1.86395,-0.63483,1.16747,0.00746,0.73502,0.01056,0.56502
18.5373,2.73524,-1.82349,-0.62099,1.15279,0.00737,0.73503,0.01033,0.56503
18.5493,2.67532,-1.78355,-0.60733,1.13812,0.00727,0.73504,0.01010,0.56504
18.5613,2.61617,-1.74411,-0.59384,1.12349,0.00718,0.73505,0.00988,0.56505
18.5733,2.55778,-1.70519,-0.58053,1.10887,0.00709,0.73506,0.00966,0.56506
18.5853,2.50016,-1.66677,-0.56739,1.09429,0.00699,0.73507,0.00944,0.56507
18.5973,2.44330,-1.62887,-0.55443,1.07973,0.00690,0.73508,0.00923,0.56508
18.6093,2.38720,-1.59147,-0.54164,1.06521,0.00681,0.73508,0.00902,0.56508
18.6213,2.33186,-1.55457,-0.52902,1.05071,0.00671,0.73509,0.00881,0.56509
18.6333,2.27728,-1.51819,-0.51658,1.03625,0.00662,0.73510,0.00861,0.56510
18.6453,2.22346,-1.48230,-0.50431,1.02182,0.00653,0.73511,0.00840,0.56511
18.6573,2.17039,-1.44692,-0.49222,1.00743,0.00644,0.73511,0.00820,0.56511
18.6693,2.11807,-1.41205,-0.48030,0.99308,0.00635,0.73512,0.00801,0.56512
18.6813,2.06650,-1.37767,-0.46855,0.97876,0.00625,0.73513,0.00781,0.56513
18.6933,2.01568,-1.34379,-0.45697,0.96448,0.00616,0.73513,0.00762,0.56513
18.7054,1.96561,-1.31040,-0.44556,0.95025,0.00607,0.73514,0.00743,0.56514
18.7174,1.91628,-1.27752,-0.43432,0.93606,0.00598,0.73514,0.00725,0.56514
18.7294,1.86769,-1.24513,-0.42325,0.92191,0.00589,0.73515,0.00706,0.56515
18.7414,1.81984,-1.21323,-0.41235,0.90781,0.00580,0.73515,0.00688,0.56515
18.7534,1.77273,-1.18182,-0.40162,0.89375,0.00571,0.73516,0.00671,0.56516
18.7654,1.72635,-1.15090,-0.39106,0.87975,0.00562,0.73516,0.00653,0.56516
18.7774,1.68070,-1.12047,-0.38066,0.86579,0.00553,0.73517,0.00636,0.56517
18.7894,1.63579,-1.09052,-0.37044,0.85188,0.00544,0.73517,0.00619,0.56517
18.8014,1.59159,-1.06106,-0.36037,0.83803,0.00535,0.73518,0.00602,0.56518
18.8134,1.54813,-1.03208,-0.35048,0.82423,0.00527,0.73518,0.00586,0.56518
18.8254,1.50538,-1.00359,-0.34075,0.81049,0.00518,0.73518,0.00570,0.56518
18.8374,1.46335,-0.97557,-0.33118,0.79681,0.00509,0.73519,0.00554,0.56519
18.8494,1.42203,-0.94802,-0.32178,0.78318,0.00500,0.73519,0.00538,0.56519
18.8614,1.38143,-0.92095,-0.31254,0.76962,0.00492,0.73519,0.00523,0.56519
18.8734,1.34153,-0.89435,-0.30346,0.75612,0.00483,0.73520,0.00508,0.56520
18.8854,1.30234,-0.86823,-0.29454,0.74268,0.00475,0.73520,0.00493,0.56520
18.8974,1.26385,-0.84256,-0.28579,0.72930,0.00466,0.73520,0.00479,0.56520
18.9095,1.22605,-0.81737,-0.27719,0.71599,0.00458,0.73521,0.00465,0.56521
18.9215,1.18896,-0.79264,-0.26875,0.70276,0.00449,0.73521,0.00451,0.56521
18.9335,1.15255,-0.76836,-0.26048,0.68959,0.00441,0.73521,0.00437,0.56521
18.9455,1.11683,-0.74455,-0.25235,0.67649,0.00432,0.73521,0.00423,0.56521
18.9575,1.08179,-0.72119,-0.24439,0.66346,0.00424,0.73522,0.00410,0.56522
18.9695,1.04743,-0.69829,-0.23658,0.65051,0.00416,0.73522,0.00397,0.56522
18.9815,1.01375,-0.67583,-0.22892,0.63763,0.00407,0.73522,0.00384,0.56522
18.9935,0.98074,-0.65382,-0.22142,0.62483,0.00399,0.73522,0.00372,0.56522
19.0055,0.94839,-0.63226,-0.21407,0.61211,0.00391,0.73522,0.00360,0.56522
19.0175,0.91671,-0.61114,-0.20687,0.59948,0.00383,0.73523,0.00348,0.56523
19.0295,0.88569,-0.59046,-0.19983,0.58692,0.00375,0.73523,0.00336,0.56523
19.0415,0.85532,-0.57022,-0.19293,0.57444,0.00367,0.73523,0.00325,0.56523
19.0535,0.82561,-0.55040,-0.18618,0.56206,0.00359,0.73523,0.00313,0.56523
19.0655,0.79654,-0.53102,-0.17958,0.54976,0.00351,0.73523,0.00302,0.56523
19.0775,0.76810,-0.51207,-0.17313,0.53754,0.00343,0.73523,0.00292,0.56523
19.0895,0.74031,-0.49354,-0.16682,0.52542,0.00336,0.73523,0.00281,0.56523
19.1016,0.71315,-0.47543,-0.16066,0.51339,0.00328,0.73524,0.00271,0.56524
19.1136,0.68661,-0.45774,-0.15464,0.50145,0.00320,0.73524,0.00261,0.56524
19.1256,0.66070,-0.44047,-0.14876,0.48961,0.00313,0.73524,0.00251,0.56524
19.1376,0.63540,-0.42360,-0.14302,0.47787,0.00305,0.73524,0.00242,0.56524
19.1496,0.61072,-0.40714,-0.13742,0.46622,0.00298,0.73524,0.00232,0.56524
19.1616,0.58664,-0.39109,-0.13196,0.45467,0.00291,0.73524,0.00223,0.56524
19.1736,0.56316,-0.37544,-0.12664,0.44323,0.00283,0.73524,0.00214,0.56524
19.1856,0.54028,-0.36019,-0.12146,0.43188,0.00276,0.73524,0.00206,0.56524
19.1976,0.51799,-0.34533,-0.11641,0.42065,0.00269,0.73524,0.00197,0.56524
19.2096,0.49628,-0.33085,-0.11149,0.40952,0.00262,0.73524,0.00189,0.56524
19.2216,0.47515,-0.31677,-0.10671,0.39849,0.00255,0.73524,0.00181,0.56524
19.2336,0.45460,-0.30307,-0.10205,0.38758,0.00248,0.73524,0.00173,0.56524
19.2456,0.43462,-0.28974,-0.09753,0.37678,0.00241,0.73524,0.00166,0.56524
19.2576,0.41519,-0.27679,-0.09313,0.36609,0.00234,0.73524,0.00158,0.56524
19.2696,0.39632,-0.26422,-0.08887,0.35552,0.00227,0.73525,0.00151,0.56525
19.2816,0.37801,-0.25200,-0.08472,0.34507,0.00220,0.73525,0.00144,0.56525
19.2936,0.36023,-0.24015,-0.08070,0.33473,0.00214,0.73525,0.00137,0.56525
19.3057,0.34299,-0.22866,-0.07681,0.32451,0.00207,0.73525,0.00131,0.56525
19.3177,0.32629,-0.21753,-0.07303,0.31442,0.00201,0.73525,0.00125,0.56525
19.3297,0.31011,-0.20674,-0.06938,0.30445,0.00195,0.73525,0.00118,0.56525
19.3417,0.29444,-0.19630,-0.06584,0.29460,0.00188,0.73525,0.00113,0.56525
19.3537,0.27929,-0.18619,-0.06242,0.28489,0.00182,0.73525,0.00107,0.56525
19.3657,0.26465,-0.17643,-0.05912,0.27530,0.00176,0.73525,0.00101,0.56525
19.3777,0.25050,-0.16700,-0.05592,0.26584,0.00170,0.73525,0.00096,0.56525
19.3897,0.23684,-0.15789,-0.05284,0.25651,0.00164,0.73525,0.00091,0.56525
19.4017,0.22367,-0.14911,-0.04987,0.24732,0.00158,0.73525,0.00086,0.56525
19.4137,0.21097,-0.14065,-0.04701,0.23827,0.00152,0.73525,0.00081,0.56525
19.4257,0.19874,-0.13250,-0.04426,0.22935,0.00147,0.73525,0.00076,0.56525
19.4377,0.18698,-0.12465,-0.04161,0.22057,0.00141,0.73525,0.00072,0.56525
19.4497,0.17567,-0.11711,-0.03907,0.21194,0.00135,0.73525,0.00067,0.56525
19.4617,0.16481,-0.10987,-0.03663,0.20344,0.00130,0.73525,0.00063,0.56525
19.4737,0.15439,-0.10293,-0.03428,0.19510,0.00125,0.73525,0.00059,0.56525
19.4857,0.14440,-0.09627,-0.03204,0.18689,0.00119,0.73525,0.00055,0.56525
19.4977,0.13484,-0.08989,-0.02989,0.17884,0.00114,0.73525,0.00052,0.56525
19.5098,0.12570,-0.08380,-0.02784,0.17094,0.00109,0.73525,0.00048,0.56525
19.5218,0.11696,-0.07797,-0.02588,0.16319,0.00104,0.73525,0.00045,0.56525
19.5338,0.10863,-0.07242,-0.02401,0.15560,0.00099,0.73525,0.00042,0.56525
19.5458,0.10068,-0.06712,-0.02223,0.14816,0.00095,0.73525,0.00039,0.56525
19.5578,0.09313,-0.06208,-0.02054,0.14087,0.00090,0.73525,0.00036,0.56525
19.5698,0.08595,-0.05730,-0.01894,0.13375,0.00085,0.73525,0.00033,0.56525
19.5818,0.07914,-0.05276,-0.01741,0.12679,0.00081,0.73525,0.00031,0.56525
19.5938,0.07268,-0.04846,-0.01597,0.12000,0.00077,0.73525,0.00028,0.56525
19.6058,0.06658,-0.04439,-0.01461,0.11337,0.00072,0.73525,0.00026,0.56525
19.6178,0.06082,-0.04055,-0.01333,0.10690,0.00068,0.73525,0.00024,0.56525
19.6298,0.05540,-0.03693,-0.01212,0.10061,0.00064,0.73525,0.00022,0.56525
19.6418,0.05030,-0.03353,-0.01099,0.09448,0.00060,0.73525,0.00020,0.56525
19.6538,0.04551,-0.03034,-0.00992,0.08853,0.00057,0.73525,0.00018,0.56525
19.6658,0.04104,-0.02736,-0.00893,0.08276,0.00053,0.73525,0.00016,0.56525
19.6778,0.03685,-0.02457,-0.00800,0.07716,0.00049,0.73525,0.00014,0.56525
19.6898,0.03296,-0.02197,-0.00714,0.07174,0.00046,0.73525,0.00013,0.56525
19.7019,0.02935,-0.01957,-0.00634,0.06650,0.00042,0.73525,0.00011,0.56525
19.7139,0.02600,-0.01734,-0.00561,0.06144,0.00039,0.73525,0.00010,0.56525
19.7259,0.02292,-0.01528,-0.00493,0.05657,0.00036,0.73525,0.00009,0.56525
19.7379,0.02008,-0.01339,-0.00430,0.05189,0.00033,0.73525,0.00008,0.56525
19.7499,0.01749,-0.01166,-0.00374,0.04739,0.00030,0.73525,0.00007,0.56525
19.7619,0.01512,-0.01008,-0.00322,0.04308,0.00028,0.73525,0.00006,0.56525
19.7739,0.01298,-0.00865,-0.00275,0.03897,0.00025,0.73525,0.00005,0.56525
19.7859,0.01105,-0.00736,-0.00233,0.03505,0.00022,0.73525,0.00004,0.56525
19.7979,0.00931,-0.00621,-0.00195,0.03132,0.00020,0.73525,0.00004,0.56525
19.8099,0.00777,-0.00518,-0.00162,0.02780,0.00018,0.73525,0.00003,0.56525
19.8219,0.00640,-0.00427,-0.00133,0.02447,0.00016,0.73525,0.00003,0.56525
19.8339,0.00520,-0.00347,-0.00107,0.02135,0.00014,0.73525,0.00002,0.56525
19.8459,0.00416,-0.00278,-0.00085,0.01843,0.00012,0.73525,0.00002,0.56525
19.8579,0.00327,-0.00218,-0.00066,0.01572,0.00010,0.73525,0.00001,0.56525
19.8699,0.00252,-0.00168,-0.00050,0.01321,0.00008,0.73525,0.00001,0.56525
19.8819,0.00189,-0.00126,-0.00037,0.01092,0.00007,0.73525,0.00001,0.56525
19.8939,0.00137,-0.00091,-0.00026,0.00884,0.00006,0.73525,0.00001,0.56525
19.9060,0.00096,-0.00064,-0.00018,0.00697,0.00004,0.73525,0.00000,0.56525
19.9180,0.00064,-0.00042,-0.00012,0.00532,0.00003,0.73525,0.00000,0.56525
19.9300,0.00040,-0.00026,-0.00007,0.00389,0.00002,0.73525,0.00000,0.56525
19.9420,0.00023,-0.00015,-0.00004,0.00268,0.00002,0.73525,0.00000,0.56525
19.9540,0.00011,-0.00008,-0.00002,0.00169,0.00001,0.73525,0.00000,0.56525
19.9660,0.00005,-0.00003,-0.00001,0.00093,0.00001,0.73525,0.00000,0.56525
19.9780,0.00001,-0.00001,-0.00000,0.00039,0.00000,0.73525,0.00000,0.56525
19.9900,0.00000,-0.00000,0.00000,0.00008,0.00000,0.73525,0.00000,0.56525
20.0020,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0140,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0260,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0380,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0500,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0620,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0740,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0860,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.0980,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1101,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1221,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1341,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1461,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1581,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1701,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1821,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.1941,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2061,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2181,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2301,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2421,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2541,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2661,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2781,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.2901,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3022,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3142,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3262,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3382,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3502,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3622,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3742,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3862,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.3982,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4102,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4222,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4342,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4462,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4582,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4702,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4822,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.4942,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5063,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5183,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5303,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5423,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5543,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5663,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5783,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.5903,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6023,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6143,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6263,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6383,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6503,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6623,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6743,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6863,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.6983,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.7104,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.7224,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.7344,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.7464,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.7584,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.7704,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
20.7824,0.00000,0.00000,0.00000,-0.00000,-0.00000,0.73525,0.00000,0.56525
