case_id,target_type,tumble_rate_deg_s,approach_velocity_m_s,arm_speed_scale,pose_error_deg,inertia_scale,reaction_aware,visibility_ratio,capture_window_s,reach_time_s,base_peak_deg,v_max_m_s,post_capture_rate_dps,clearance_min_m,result,failure_reason
C0842,target_debris_v0,0.5,0.005,1.0,3.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0843,target_debris_v0,0.5,0.005,1.0,3.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0844,target_debris_v0,0.5,0.005,1.0,3.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0845,target_debris_v0,0.5,0.005,1.0,3.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0846,target_debris_v0,0.5,0.005,1.0,3.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0847,target_debris_v0,0.5,0.005,1.5,1.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0848,target_debris_v0,0.5,0.005,1.5,1.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,SAFE,SAFE
C0849,target_debris_v0,0.5,0.005,1.5,1.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0850,target_debris_v0,0.5,0.005,1.5,1.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,SAFE,SAFE
C0851,target_debris_v0,0.5,0.005,1.5,1.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0852,target_debris_v0,0.5,0.005,1.5,1.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,SAFE,SAFE
C0853,target_debris_v0,0.5,0.005,1.5,2.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0854,target_debris_v0,0.5,0.005,1.5,2.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,SAFE,SAFE
C0855,target_debris_v0,0.5,0.005,1.5,2.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0856,target_debris_v0,0.5,0.005,1.5,2.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,SAFE,SAFE
C0857,target_debris_v0,0.5,0.005,1.5,2.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0858,target_debris_v0,0.5,0.005,1.5,2.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,SAFE,SAFE
C0859,target_debris_v0,0.5,0.005,1.5,3.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0860,target_debris_v0,0.5,0.005,1.5,3.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0861,target_debris_v0,0.5,0.005,1.5,3.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0862,target_debris_v0,0.5,0.005,1.5,3.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0863,target_debris_v0,0.5,0.005,1.5,3.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0864,target_debris_v0,0.5,0.005,1.5,3.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0865,target_debris_v0,0.5,0.01,0.5,1.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0866,target_debris_v0,0.5,0.01,0.5,1.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,SAFE,SAFE
C0867,target_debris_v0,0.5,0.01,0.5,1.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0868,target_debris_v0,0.5,0.01,0.5,1.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,SAFE,SAFE
C0869,target_debris_v0,0.5,0.01,0.5,1.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0870,target_debris_v0,0.5,0.01,0.5,1.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,SAFE,SAFE
C0871,target_debris_v0,0.5,0.01,0.5,2.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0872,target_debris_v0,0.5,0.01,0.5,2.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,SAFE,SAFE
C0873,target_debris_v0,0.5,0.01,0.5,2.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0874,target_debris_v0,0.5,0.01,0.5,2.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,SAFE,SAFE
C0875,target_debris_v0,0.5,0.01,0.5,2.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0876,target_debris_v0,0.5,0.01,0.5,2.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,SAFE,SAFE
C0877,target_debris_v0,0.5,0.01,0.5,3.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0878,target_debris_v0,0.5,0.01,0.5,3.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0879,target_debris_v0,0.5,0.01,0.5,3.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0880,target_debris_v0,0.5,0.01,0.5,3.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0881,target_debris_v0,0.5,0.01,0.5,3.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0882,target_debris_v0,0.5,0.01,0.5,3.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0883,target_debris_v0,0.5,0.01,1.0,1.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0884,target_debris_v0,0.5,0.01,1.0,1.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,SAFE,SAFE
C0885,target_debris_v0,0.5,0.01,1.0,1.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0886,target_debris_v0,0.5,0.01,1.0,1.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,SAFE,SAFE
C0887,target_debris_v0,0.5,0.01,1.0,1.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0888,target_debris_v0,0.5,0.01,1.0,1.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,SAFE,SAFE
C0889,target_debris_v0,0.5,0.01,1.0,2.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0890,target_debris_v0,0.5,0.01,1.0,2.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,SAFE,SAFE
C0891,target_debris_v0,0.5,0.01,1.0,2.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0892,target_debris_v0,0.5,0.01,1.0,2.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,SAFE,SAFE
C0893,target_debris_v0,0.5,0.01,1.0,2.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0894,target_debris_v0,0.5,0.01,1.0,2.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,SAFE,SAFE
C0895,target_debris_v0,0.5,0.01,1.0,3.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0896,target_debris_v0,0.5,0.01,1.0,3.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0897,target_debris_v0,0.5,0.01,1.0,3.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0898,target_debris_v0,0.5,0.01,1.0,3.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0899,target_debris_v0,0.5,0.01,1.0,3.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0900,target_debris_v0,0.5,0.01,1.0,3.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0901,target_debris_v0,0.5,0.01,1.5,1.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0902,target_debris_v0,0.5,0.01,1.5,1.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,SAFE,SAFE
C0903,target_debris_v0,0.5,0.01,1.5,1.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0904,target_debris_v0,0.5,0.01,1.5,1.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,SAFE,SAFE
C0905,target_debris_v0,0.5,0.01,1.5,1.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0906,target_debris_v0,0.5,0.01,1.5,1.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,SAFE,SAFE
C0907,target_debris_v0,0.5,0.01,1.5,2.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0908,target_debris_v0,0.5,0.01,1.5,2.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,SAFE,SAFE
C0909,target_debris_v0,0.5,0.01,1.5,2.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0910,target_debris_v0,0.5,0.01,1.5,2.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,SAFE,SAFE
C0911,target_debris_v0,0.5,0.01,1.5,2.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0912,target_debris_v0,0.5,0.01,1.5,2.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,SAFE,SAFE
C0913,target_debris_v0,0.5,0.01,1.5,3.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0914,target_debris_v0,0.5,0.01,1.5,3.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0915,target_debris_v0,0.5,0.01,1.5,3.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0916,target_debris_v0,0.5,0.01,1.5,3.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0917,target_debris_v0,0.5,0.01,1.5,3.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0918,target_debris_v0,0.5,0.01,1.5,3.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0919,target_debris_v0,0.5,0.02,0.5,1.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0920,target_debris_v0,0.5,0.02,0.5,1.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,SAFE,SAFE
C0921,target_debris_v0,0.5,0.02,0.5,1.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0922,target_debris_v0,0.5,0.02,0.5,1.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,SAFE,SAFE
C0923,target_debris_v0,0.5,0.02,0.5,1.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0924,target_debris_v0,0.5,0.02,0.5,1.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,SAFE,SAFE
C0925,target_debris_v0,0.5,0.02,0.5,2.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0926,target_debris_v0,0.5,0.02,0.5,2.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,SAFE,SAFE
C0927,target_debris_v0,0.5,0.02,0.5,2.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0928,target_debris_v0,0.5,0.02,0.5,2.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,SAFE,SAFE
C0929,target_debris_v0,0.5,0.02,0.5,2.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0930,target_debris_v0,0.5,0.02,0.5,2.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,SAFE,SAFE
C0931,target_debris_v0,0.5,0.02,0.5,3.0,0.8,0,1.0,90.1,16.0,6.807,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0932,target_debris_v0,0.5,0.02,0.5,3.0,0.8,1,1.0,90.1,16.0,1.021,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0933,target_debris_v0,0.5,0.02,0.5,3.0,1.0,0,1.0,90.1,16.0,6.807,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0934,target_debris_v0,0.5,0.02,0.5,3.0,1.0,1,1.0,90.1,16.0,1.021,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0935,target_debris_v0,0.5,0.02,0.5,3.0,1.2,0,1.0,90.1,16.0,6.807,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0936,target_debris_v0,0.5,0.02,0.5,3.0,1.2,1,1.0,90.1,16.0,1.021,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0937,target_debris_v0,0.5,0.02,1.0,1.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0938,target_debris_v0,0.5,0.02,1.0,1.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,SAFE,SAFE
C0939,target_debris_v0,0.5,0.02,1.0,1.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0940,target_debris_v0,0.5,0.02,1.0,1.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,SAFE,SAFE
C0941,target_debris_v0,0.5,0.02,1.0,1.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0942,target_debris_v0,0.5,0.02,1.0,1.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,SAFE,SAFE
C0943,target_debris_v0,0.5,0.02,1.0,2.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0944,target_debris_v0,0.5,0.02,1.0,2.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,SAFE,SAFE
C0945,target_debris_v0,0.5,0.02,1.0,2.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0946,target_debris_v0,0.5,0.02,1.0,2.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,SAFE,SAFE
C0947,target_debris_v0,0.5,0.02,1.0,2.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0948,target_debris_v0,0.5,0.02,1.0,2.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,SAFE,SAFE
C0949,target_debris_v0,0.5,0.02,1.0,3.0,0.8,0,1.0,90.1,8.0,13.133,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0950,target_debris_v0,0.5,0.02,1.0,3.0,0.8,1,1.0,90.1,8.0,1.97,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0951,target_debris_v0,0.5,0.02,1.0,3.0,1.0,0,1.0,90.1,8.0,13.133,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0952,target_debris_v0,0.5,0.02,1.0,3.0,1.0,1,1.0,90.1,8.0,1.97,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0953,target_debris_v0,0.5,0.02,1.0,3.0,1.2,0,1.0,90.1,8.0,13.133,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0954,target_debris_v0,0.5,0.02,1.0,3.0,1.2,1,1.0,90.1,8.0,1.97,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0955,target_debris_v0,0.5,0.02,1.5,1.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0956,target_debris_v0,0.5,0.02,1.5,1.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,SAFE,SAFE
C0957,target_debris_v0,0.5,0.02,1.5,1.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0958,target_debris_v0,0.5,0.02,1.5,1.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,SAFE,SAFE
C0959,target_debris_v0,0.5,0.02,1.5,1.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0960,target_debris_v0,0.5,0.02,1.5,1.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,SAFE,SAFE
C0961,target_debris_v0,0.5,0.02,1.5,2.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,BASE_REACTION_FAIL
C0962,target_debris_v0,0.5,0.02,1.5,2.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,SAFE,SAFE
C0963,target_debris_v0,0.5,0.02,1.5,2.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,BASE_REACTION_FAIL
C0964,target_debris_v0,0.5,0.02,1.5,2.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,SAFE,SAFE
C0965,target_debris_v0,0.5,0.02,1.5,2.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,BASE_REACTION_FAIL
C0966,target_debris_v0,0.5,0.02,1.5,2.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,SAFE,SAFE
C0967,target_debris_v0,0.5,0.02,1.5,3.0,0.8,0,1.0,90.1,5.33,18.502,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0968,target_debris_v0,0.5,0.02,1.5,3.0,0.8,1,1.0,90.1,5.33,2.775,0.024,0.398,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0969,target_debris_v0,0.5,0.02,1.5,3.0,1.0,0,1.0,90.1,5.33,18.502,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0970,target_debris_v0,0.5,0.02,1.5,3.0,1.0,1,1.0,90.1,5.33,2.775,0.024,0.497,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0971,target_debris_v0,0.5,0.02,1.5,3.0,1.2,0,1.0,90.1,5.33,18.502,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0972,target_debris_v0,0.5,0.02,1.5,3.0,1.2,1,1.0,90.1,5.33,2.775,0.024,0.597,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0973,target_debris_v0,1.0,0.005,0.5,1.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C0974,target_debris_v0,1.0,0.005,0.5,1.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,SAFE,SAFE
C0975,target_debris_v0,1.0,0.005,0.5,1.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C0976,target_debris_v0,1.0,0.005,0.5,1.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,SAFE,SAFE
C0977,target_debris_v0,1.0,0.005,0.5,1.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C0978,target_debris_v0,1.0,0.005,0.5,1.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,SAFE,SAFE
C0979,target_debris_v0,1.0,0.005,0.5,2.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C0980,target_debris_v0,1.0,0.005,0.5,2.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,SAFE,SAFE
C0981,target_debris_v0,1.0,0.005,0.5,2.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C0982,target_debris_v0,1.0,0.005,0.5,2.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,SAFE,SAFE
C0983,target_debris_v0,1.0,0.005,0.5,2.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C0984,target_debris_v0,1.0,0.005,0.5,2.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,SAFE,SAFE
C0985,target_debris_v0,1.0,0.005,0.5,3.0,0.8,0,1.0,90.1,16.0,6.807,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0986,target_debris_v0,1.0,0.005,0.5,3.0,0.8,1,1.0,90.1,16.0,1.021,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0987,target_debris_v0,1.0,0.005,0.5,3.0,1.0,0,1.0,90.1,16.0,6.807,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0988,target_debris_v0,1.0,0.005,0.5,3.0,1.0,1,1.0,90.1,16.0,1.021,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0989,target_debris_v0,1.0,0.005,0.5,3.0,1.2,0,1.0,90.1,16.0,6.807,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0990,target_debris_v0,1.0,0.005,0.5,3.0,1.2,1,1.0,90.1,16.0,1.021,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C0991,target_debris_v0,1.0,0.005,1.0,1.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C0992,target_debris_v0,1.0,0.005,1.0,1.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,SAFE,SAFE
C0993,target_debris_v0,1.0,0.005,1.0,1.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C0994,target_debris_v0,1.0,0.005,1.0,1.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,SAFE,SAFE
C0995,target_debris_v0,1.0,0.005,1.0,1.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C0996,target_debris_v0,1.0,0.005,1.0,1.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,SAFE,SAFE
C0997,target_debris_v0,1.0,0.005,1.0,2.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C0998,target_debris_v0,1.0,0.005,1.0,2.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,SAFE,SAFE
C0999,target_debris_v0,1.0,0.005,1.0,2.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1000,target_debris_v0,1.0,0.005,1.0,2.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,SAFE,SAFE
C1001,target_debris_v0,1.0,0.005,1.0,2.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1002,target_debris_v0,1.0,0.005,1.0,2.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,SAFE,SAFE
C1003,target_debris_v0,1.0,0.005,1.0,3.0,0.8,0,1.0,90.1,8.0,13.133,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1004,target_debris_v0,1.0,0.005,1.0,3.0,0.8,1,1.0,90.1,8.0,1.97,0.02,0.796,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1005,target_debris_v0,1.0,0.005,1.0,3.0,1.0,0,1.0,90.1,8.0,13.133,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1006,target_debris_v0,1.0,0.005,1.0,3.0,1.0,1,1.0,90.1,8.0,1.97,0.02,0.995,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1007,target_debris_v0,1.0,0.005,1.0,3.0,1.2,0,1.0,90.1,8.0,13.133,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1008,target_debris_v0,1.0,0.005,1.0,3.0,1.2,1,1.0,90.1,8.0,1.97,0.02,1.193,0.47,FAIL,POSE_UNCERTAINTY_FAIL
C1009,target_debris_v0,1.0,0.005,1.5,1.0,0.8,0,1.0,90.1,5.33,18.502,0.02,0.796,0.47,FAIL,BASE_REACTION_FAIL
C1010,target_debris_v0,1.0,0.005,1.5,1.0,0.8,1,1.0,90.1,5.33,2.775,0.02,0.796,0.47,SAFE,SAFE
C1011,target_debris_v0,1.0,0.005,1.5,1.0,1.0,0,1.0,90.1,5.33,18.502,0.02,0.995,0.47,FAIL,BASE_REACTION_FAIL
C1012,target_debris_v0,1.0,0.005,1.5,1.0,1.0,1,1.0,90.1,5.33,2.775,0.02,0.995,0.47,SAFE,SAFE
C1013,target_debris_v0,1.0,0.005,1.5,1.0,1.2,0,1.0,90.1,5.33,18.502,0.02,1.193,0.47,FAIL,BASE_REACTION_FAIL
C1014,target_debris_v0,1.0,0.005,1.5,1.0,1.2,1,1.0,90.1,5.33,2.775,0.02,1.193,0.47,SAFE,SAFE
